src,dst,comm
0,28,8
0,23,4
0,8,5
1,16,5
1,21,3
1,10,3
2,3,4
2,7,4
2,28,7
2,22,3
3,16,8
3,22,5
4,29,10
4,11,3
4,28,3
4,5,8
5,15,6
5,6,5
5,12,2
5,23,2
6,8,10
7,28,10
7,15,2
8,11,2
8,14,7
9,24,8
9,22,10
9,28,1
10,13,5
10,22,5
11,29,10
11,27,1
12,29,6
13,27,10
14,20,4
14,26,9
14,22,4
15,29,1
15,17,9
15,22,10
15,20,5
16,27,4
17,29,1
18,22,7
18,28,4
18,29,1
19,20,5
19,26,10
20,21,2
20,24,4
20,23,5
20,28,1
21,22,9
21,27,1
21,23,1
22,27,7
22,29,9
23,29,2
23,27,2
23,24,4
23,26,6
24,25,1
24,26,5
24,28,4
25,29,8
25,28,2
25,27,9
26,27,9
26,29,10
26,28,1
27,28,8
27,29,9
28,29,6
