task,cost
0,50.5
1,55.91
2,27.55
3,45.48
4,26.6
5,45.07
6,18.43
7,12.04
8,17.51
9,20.48
10,55.04
11,11.3
12,16.58
13,22.32
14,43.29
15,33.28
16,34.41
17,19.47
18,36.42
19,9.95
20,20.57
21,9.75
22,50.95
23,10.28
24,47.07
25,42.39
26,27.07
27,53.3
28,44.42
29,14.97
30,23.88
31,33.71
32,12.7
33,24.94
34,20.0
35,40.38
36,19.77
37,11.94
38,24.4
39,36.6
40,30.86
41,48.51
42,20.23
43,19.75
44,31.09
45,31.57
46,47.22
47,35.34
48,34.93
49,35.64
50,35.2
51,25.5
52,48.69
53,38.67
54,27.12
55,37.81
56,30.72
57,14.03
58,30.93
59,45.58
