task,cost
0,13.34
1,26.41
2,23.55
3,30.2
4,13.62
5,28.24
6,17.09
7,36.44
8,32.91
9,10.83
10,45.63
11,15.95
12,13.25
13,32.78
14,33.46
15,28.65
16,41.97
17,22.14
18,56.48
19,9.27
20,23.47
21,55.97
22,36.85
23,53.72
24,19.43
25,52.33
26,16.87
27,47.09
28,16.63
29,24.74
30,47.61
31,17.44
32,21.51
33,38.62
34,12.52
35,39.73
36,36.54
37,18.09
38,39.53
39,31.05
40,34.34
41,58.25
42,51.12
43,17.24
44,28.13
45,14.18
46,7.54
47,30.8
48,17.79
49,26.39
50,30.36
51,30.55
52,39.79
53,44.1
54,20.8
55,23.41
56,47.72
57,31.32
58,43.59
59,54.52
60,28.77
61,15.71
62,34.02
63,28.51
64,51.98
65,38.94
66,28.14
67,10.86
68,14.09
69,28.69
70,24.04
71,27.87
72,25.03
73,20.17
74,30.11
75,18.58
76,17.63
77,41.96
78,33.11
79,35.21
80,29.57
81,50.32
82,56.12
83,34.48
84,35.85
85,52.25
86,33.97
87,54.37
88,40.93
89,43.44
