task,cost
0,15.54
1,49.11
2,25.23
3,10.21
4,22.83
5,9.82
6,17.99
7,17.89
8,16.59
9,43.07
10,11.4
11,50.81
12,42.3
13,29.91
14,33.28
15,18.27
16,16.06
17,11.44
18,44.88
19,11.95
20,26.52
21,26.6
22,20.75
23,30.26
24,24.33
25,17.08
26,14.33
27,13.38
28,15.4
29,29.08
30,35.37
31,33.86
32,18.33
33,37.74
34,59.07
35,23.95
36,12.7
37,40.2
38,13.07
39,24.12
40,17.96
41,12.68
42,19.95
43,34.94
44,19.03
45,37.85
46,39.14
47,26.39
48,46.16
49,53.12
50,21.3
51,48.48
52,33.98
53,18.08
54,29.02
55,27.17
56,18.16
57,27.86
58,36.13
59,38.98
