task,cost
0,23.57
1,44.9
2,38.22
3,27.35
4,38.84
5,36.71
6,43.17
7,16.37
8,14.66
9,12.97
10,48.6
11,22.44
12,33.1
13,17.98
14,31.08
15,35.16
16,48.29
17,46.79
18,19.45
19,48.72
20,54.97
21,12.09
22,42.79
23,28.93
24,14.08
25,49.98
26,30.72
27,18.06
28,37.77
29,45.46
30,45.93
31,44.91
32,23.6
33,34.71
34,26.95
35,27.55
36,19.18
37,30.19
38,27.99
39,37.56
40,29.93
41,27.24
42,33.02
43,39.53
44,24.49
45,30.72
46,32.23
47,7.82
48,37.36
49,25.13
50,29.11
51,23.25
52,13.79
53,16.2
54,51.58
55,23.84
56,30.77
57,39.42
58,22.9
59,23.46
60,32.22
61,26.2
62,10.29
63,22.32
64,44.13
65,53.34
66,22.38
67,34.26
68,11.06
69,19.3
