task,cost
0,20.0
1,28.14
2,40.67
3,10.12
4,43.36
5,19.25
6,46.27
7,26.49
8,37.55
9,49.75
10,54.12
11,10.46
12,18.42
13,19.55
14,10.35
15,20.55
16,37.53
17,15.93
18,33.05
19,15.05
20,41.85
21,12.61
22,31.78
23,29.81
24,13.78
25,34.73
26,38.07
27,23.79
28,17.02
29,30.28
30,42.13
31,11.62
32,27.52
33,33.58
34,43.36
35,31.36
36,20.68
37,35.38
38,33.8
39,36.15
40,34.48
41,13.95
42,30.04
43,36.67
44,24.8
45,26.0
46,14.81
47,17.51
48,26.14
49,14.95
50,48.07
51,28.77
52,21.44
53,27.7
54,16.25
55,44.05
56,20.48
57,38.17
58,39.34
59,11.55
