task,cost
0,50.9
1,36.13
2,28.55
3,42.2
4,16.11
5,41.52
6,31.0
7,39.64
8,27.15
9,23.52
10,27.39
11,36.14
12,15.75
13,21.33
14,25.08
15,42.82
16,44.05
17,21.89
18,27.19
19,34.59
20,48.99
21,49.64
22,45.57
23,38.16
24,19.02
25,41.93
26,9.63
27,30.76
28,19.64
29,42.89
30,40.6
31,28.8
32,55.58
33,29.38
34,17.18
35,14.24
36,19.07
37,23.25
38,36.02
39,37.12
40,47.96
41,37.71
42,20.16
43,31.78
44,26.63
45,32.05
46,15.3
47,32.78
48,38.91
49,29.06
50,26.41
51,15.97
52,14.08
53,26.09
54,46.5
55,31.79
56,23.48
57,17.19
58,48.32
59,30.38
60,59.75
61,41.93
62,15.07
63,45.61
64,44.84
65,37.46
66,16.68
67,32.16
68,14.71
69,19.2
70,12.96
71,30.64
72,33.12
73,10.92
74,36.43
75,34.42
76,22.5
77,16.08
78,13.88
79,44.41
