task,cost
0,17.82
1,16.69
2,45.12
3,27.11
4,40.89
5,46.04
6,17.56
7,41.29
8,21.52
9,15.7
10,42.9
11,55.71
12,52.21
13,45.04
14,47.56
15,21.45
16,44.02
17,37.31
18,28.4
19,14.15
20,53.44
21,24.41
22,24.21
23,32.34
24,33.86
25,18.17
26,32.16
27,47.78
28,18.95
29,31.97
30,36.49
31,34.97
32,10.65
33,10.24
34,29.23
35,39.32
36,18.19
37,14.68
38,48.28
39,27.69
40,11.13
41,28.64
42,39.65
43,34.49
44,16.12
45,13.18
46,29.32
47,44.9
48,19.27
49,54.22
50,9.78
51,43.07
52,37.78
53,12.93
54,27.32
55,24.13
56,39.15
57,22.0
58,13.84
59,36.05
