task,cost
0,45.37
1,46.99
2,40.8
3,38.62
4,22.21
5,32.75
6,11.54
7,17.7
8,19.84
9,43.3
10,40.46
11,21.91
12,37.41
13,39.09
14,45.13
15,40.28
16,39.75
17,51.83
18,28.42
19,43.8
20,33.08
21,54.21
22,36.63
23,31.44
24,18.53
25,26.5
26,19.49
27,14.35
28,15.05
29,22.88
30,34.08
31,40.96
32,56.77
33,31.4
34,20.73
35,36.29
36,49.16
37,27.73
38,12.75
39,17.34
40,16.31
41,16.91
42,13.93
43,32.31
44,12.44
45,30.41
46,16.48
47,34.07
48,50.65
49,47.09
50,18.89
51,13.72
52,23.78
53,11.12
54,13.0
55,26.72
56,16.9
57,16.12
58,53.29
59,30.55
60,45.32
61,10.36
62,16.92
63,14.06
64,18.8
65,54.34
66,26.82
67,24.91
68,57.28
69,8.36
70,21.81
71,18.8
72,20.76
73,11.43
74,26.24
75,18.58
76,17.28
77,42.31
78,22.05
79,34.2
80,55.83
81,49.75
82,14.19
83,24.73
84,50.95
85,40.49
86,19.13
87,23.91
88,35.55
89,29.84
90,34.42
91,46.39
92,35.76
93,50.75
94,37.86
95,42.25
96,48.76
97,24.83
98,41.61
99,25.18
