src,dst,comm
0,75,1
1,46,4
1,98,10
2,51,4
2,96,1
3,23,5
3,15,2
3,25,10
3,51,2
4,19,8
4,57,7
4,15,2
5,17,6
5,64,6
5,33,8
5,84,2
6,53,3
7,17,2
7,50,9
8,47,4
8,12,5
8,76,8
9,16,10
9,96,7
10,85,2
11,76,2
11,23,3
11,56,9
11,33,5
12,78,1
12,14,2
13,75,4
13,71,10
13,58,9
14,67,2
14,26,6
14,60,6
14,45,6
15,29,4
15,98,1
16,34,2
16,38,5
16,22,4
17,68,9
18,57,7
18,33,4
19,72,3
19,54,5
20,82,2
20,52,4
21,64,6
21,63,10
22,52,3
22,77,3
22,33,2
22,55,10
23,25,3
23,31,9
24,65,1
24,86,7
25,58,9
25,74,6
26,45,8
27,80,10
27,55,7
27,81,9
27,30,9
28,63,5
29,92,1
30,85,3
30,97,8
30,52,3
31,50,10
32,70,4
33,61,2
33,69,2
33,47,1
34,42,9
34,55,6
34,99,10
34,74,9
35,71,1
35,51,7
35,86,10
35,66,1
36,91,10
36,64,4
36,94,7
37,98,6
37,79,10
37,93,1
37,59,8
38,42,8
39,40,8
40,51,8
40,91,5
41,79,10
41,94,3
42,79,6
42,58,3
42,84,9
42,95,6
43,81,1
43,46,2
43,60,9
43,98,9
44,66,9
44,54,7
44,70,9
44,94,2
45,95,10
45,94,2
45,56,10
46,68,5
46,50,8
47,70,5
48,73,8
49,95,3
49,76,9
50,69,9
50,97,5
51,60,10
51,91,1
52,98,5
52,82,1
53,56,3
53,82,7
53,55,2
54,90,6
54,72,7
54,67,5
54,66,7
55,99,2
55,64,3
55,71,4
56,89,9
56,75,1
57,67,9
57,69,7
57,80,8
58,67,2
58,93,5
59,66,2
59,93,4
59,96,4
59,77,3
60,79,9
60,73,1
60,76,6
60,94,10
61,83,8
61,84,1
62,89,2
62,78,5
62,68,9
63,99,9
64,83,6
65,97,8
65,92,4
65,79,1
65,75,4
66,97,3
66,75,4
66,80,9
66,72,10
67,91,1
68,75,6
68,79,8
68,93,8
68,83,9
69,70,9
69,87,7
69,94,4
70,90,10
70,80,5
70,88,9
70,79,7
71,92,3
72,76,7
73,75,4
73,88,3
74,83,8
74,87,7
74,79,6
75,83,4
76,85,9
76,81,8
76,79,4
77,95,3
78,97,3
79,85,5
79,96,6
79,86,4
80,93,3
80,82,6
81,92,4
82,97,8
82,94,2
82,88,1
82,84,7
83,89,5
83,90,6
84,89,2
84,86,6
84,96,6
85,94,8
85,99,4
85,86,3
86,93,3
87,92,7
87,89,10
88,99,5
88,97,5
88,91,6
88,98,1
89,93,2
89,98,8
89,95,1
90,96,10
90,99,2
90,93,8
91,98,7
91,95,9
92,98,2
92,99,2
92,94,3
92,93,9
93,95,9
93,94,5
93,99,10
93,97,1
94,96,8
95,99,3
95,98,2
95,96,5
96,98,5
96,97,9
96,99,3
97,98,3
97,99,1
98,99,6
