task,cost
0,13.38
1,33.13
2,23.35
3,51.17
4,13.63
5,17.21
6,31.48
7,24.58
8,54.79
9,15.41
10,29.14
11,24.6
12,39.08
13,29.23
14,49.02
15,34.97
16,25.33
17,17.43
18,16.93
19,17.9
20,12.08
21,28.37
22,15.21
23,38.81
24,29.96
25,46.01
26,42.03
27,43.59
28,41.04
29,23.36
30,20.9
31,49.1
32,51.32
33,43.18
34,27.39
35,24.95
36,17.18
37,42.46
38,59.98
39,16.53
40,11.77
41,52.89
42,12.41
43,35.49
44,29.65
45,21.98
46,32.47
47,27.86
48,31.96
49,23.86
50,12.14
51,38.84
52,34.27
53,43.63
54,29.55
55,38.3
56,27.34
57,45.17
58,41.96
59,39.02
60,46.03
61,33.06
62,16.18
63,24.41
64,41.0
65,20.09
66,35.19
67,21.02
68,26.22
69,31.57
70,19.33
71,12.79
72,32.57
73,31.42
74,18.6
75,23.24
76,13.33
77,25.79
78,9.02
79,44.58
