task,cost
0,41.62
1,41.04
2,54.05
3,46.92
4,26.46
5,29.99
6,24.23
7,50.38
8,32.11
9,33.33
10,38.86
11,19.89
12,48.02
13,18.14
14,40.36
15,16.48
16,19.92
17,20.78
18,22.5
19,23.63
20,29.08
21,20.55
22,18.39
23,18.89
24,42.48
25,13.78
26,37.59
27,56.33
28,50.97
29,27.59
30,38.15
31,11.49
32,31.51
33,10.33
34,43.44
35,18.14
36,33.15
37,29.36
38,37.13
39,54.59
40,22.84
41,17.47
42,35.01
43,36.04
44,32.98
45,36.29
46,34.27
47,40.41
48,11.83
49,55.17
50,20.04
51,29.62
52,28.87
53,24.34
54,45.36
55,33.36
56,17.33
57,9.9
58,18.09
59,30.31
