task,cost
0,36.81
1,27.21
2,10.8
3,45.93
4,43.91
5,42.25
6,24.62
7,39.77
8,45.77
9,40.38
10,22.36
11,20.96
12,19.48
13,31.56
14,30.42
15,40.03
16,16.3
17,26.68
18,51.8
19,21.11
20,18.29
21,13.52
22,41.22
23,17.74
24,45.83
25,38.48
26,36.08
27,36.67
28,36.74
29,14.64
30,24.9
31,41.75
32,26.07
33,32.76
34,24.91
35,36.09
36,60.43
37,37.73
38,41.53
39,29.32
40,12.95
41,38.93
42,11.95
43,18.57
44,33.17
45,32.85
46,18.34
47,12.53
48,26.78
49,26.02
50,43.57
51,44.68
52,24.2
53,10.48
54,34.23
55,43.11
56,36.49
57,27.55
58,22.73
59,27.58
60,29.59
61,37.81
62,54.37
63,41.41
64,27.76
65,45.71
66,11.73
67,12.16
68,37.12
69,23.38
70,34.44
71,12.18
72,32.91
73,29.94
74,12.39
75,24.91
76,41.66
77,37.8
78,13.23
79,42.31
