task,cost
0,44.77
1,32.77
2,38.15
3,32.23
4,12.61
5,20.33
6,46.07
7,48.88
8,18.84
9,23.36
10,29.12
11,23.23
12,50.8
13,41.83
14,30.26
15,22.44
16,41.33
17,46.53
18,24.05
19,31.88
20,33.52
21,20.12
22,24.5
23,13.78
24,17.35
25,23.68
26,46.73
27,44.39
28,11.76
29,46.34
30,27.7
31,8.69
32,24.81
33,33.31
34,8.13
35,8.25
36,29.34
37,22.42
38,39.35
39,49.12
40,31.83
41,27.36
42,19.63
43,53.87
44,41.7
45,34.17
46,21.48
47,10.83
48,17.6
49,48.12
50,47.92
51,18.7
52,34.92
53,28.85
54,32.35
55,60.33
56,29.45
57,36.65
58,49.51
59,40.53
60,9.75
61,30.25
62,21.38
63,15.82
64,27.22
65,44.53
66,22.27
67,17.12
68,46.17
69,41.29
70,40.27
71,16.04
72,56.34
73,28.64
74,51.99
75,54.32
76,41.36
77,12.46
78,27.79
79,34.36
80,30.67
81,11.52
82,14.96
83,30.55
84,29.22
85,39.86
86,23.44
87,25.59
88,46.58
89,25.3
90,20.64
91,11.52
92,9.08
93,26.86
94,31.62
95,29.0
96,33.51
97,9.87
98,18.39
99,54.51
