src,dst,comm
0,6,6
0,25,5
1,21,10
2,11,4
2,19,6
3,4,5
4,35,10
4,14,2
4,48,10
5,26,9
5,36,2
5,41,2
6,7,2
6,28,2
6,20,5
6,49,8
7,11,1
7,32,6
7,46,9
8,16,6
8,45,4
8,33,2
9,45,6
10,20,4
10,26,9
10,39,7
10,27,5
11,47,5
11,26,6
11,30,1
11,44,10
12,20,1
13,38,2
13,46,6
13,36,7
13,29,3
14,39,4
14,29,1
14,27,9
15,28,10
15,38,8
15,49,10
16,32,8
17,28,2
17,35,3
17,38,1
17,43,7
18,41,6
19,39,1
20,45,10
20,36,3
20,38,5
20,33,8
21,22,6
21,48,1
22,30,6
22,24,1
22,35,6
22,27,6
23,38,3
24,31,8
25,49,4
25,45,10
26,40,7
26,41,1
27,43,3
27,35,9
27,29,5
27,32,2
28,35,5
29,33,6
30,31,2
30,43,3
30,33,5
31,49,10
31,40,6
31,46,2
32,38,1
32,37,7
32,43,7
32,44,8
33,38,3
33,34,3
34,37,8
34,47,2
34,43,6
34,44,3
35,45,4
35,40,1
35,37,3
36,48,6
36,46,10
37,42,9
38,48,5
38,45,8
39,45,9
39,47,2
39,42,9
39,49,8
40,42,8
40,41,2
40,46,3
40,44,7
41,44,10
41,45,3
41,47,10
41,48,2
42,44,6
42,47,8
42,43,9
42,48,10
43,45,7
43,48,10
43,44,3
43,46,2
44,46,10
44,47,7
44,45,5
45,49,10
45,46,1
46,48,9
46,47,1
46,49,7
47,49,8
48,49,1
