task,cost
0,48.44
1,19.55
2,57.27
3,47.81
4,25.45
5,21.2
6,9.99
7,13.57
8,12.72
9,39.54
10,16.19
11,35.81
12,27.07
13,32.61
14,41.04
15,41.71
16,49.21
17,43.28
18,18.65
19,16.69
20,23.52
21,18.39
22,30.52
23,8.36
24,28.75
25,36.8
26,23.23
27,45.86
28,24.97
29,35.36
30,20.86
31,26.8
32,12.9
33,10.91
34,35.48
35,38.02
36,31.24
37,28.41
38,20.52
39,27.34
40,26.99
41,29.55
42,18.09
43,23.19
44,20.93
45,46.47
46,40.53
47,37.42
48,33.92
49,23.86
50,29.06
51,39.6
52,9.34
53,29.92
54,46.29
55,41.65
56,37.15
57,16.61
58,9.91
59,51.17
60,41.34
61,39.96
62,41.98
63,35.09
64,37.2
65,13.94
66,35.32
67,28.07
68,18.64
69,39.31
70,42.49
71,53.98
72,46.72
73,49.01
74,25.32
75,23.35
76,22.27
77,50.78
78,46.7
79,50.9
80,23.36
81,8.78
82,22.25
83,42.8
84,20.29
85,29.19
86,50.31
87,28.63
88,35.17
89,35.32
90,15.29
91,28.38
92,18.3
93,46.63
94,43.78
95,29.36
96,11.73
97,33.96
98,26.83
99,48.95
