task,cost
0,17.18
1,38.74
2,35.53
3,15.92
4,24.04
5,20.7
6,41.41
7,13.28
8,20.25
9,26.11
10,31.72
11,54.66
12,17.85
13,35.42
14,45.93
15,24.08
16,33.1
17,59.76
18,36.13
19,10.55
20,30.77
21,46.09
22,46.76
23,37.67
24,20.31
25,46.23
26,24.91
27,26.76
28,28.11
29,48.11
30,54.12
31,18.34
32,49.93
33,39.97
34,41.23
35,14.23
36,33.77
37,32.06
38,12.23
39,12.6
40,14.72
41,25.89
42,28.12
43,47.88
44,22.9
45,24.07
46,28.31
47,36.02
48,20.89
49,50.41
50,32.32
51,46.16
52,28.01
53,18.7
54,31.83
55,29.19
56,33.56
57,12.83
58,44.82
59,26.3
