src,dst,comm
0,84,4
0,34,3
0,79,10
0,44,6
1,9,5
2,70,4
2,42,8
3,60,2
3,87,10
3,20,2
4,37,7
4,22,8
4,33,5
4,72,6
5,21,1
5,81,1
5,26,2
5,59,10
6,22,3
6,83,4
7,56,5
7,10,9
7,8,9
7,63,3
8,16,8
8,85,2
9,34,3
9,16,2
9,52,3
9,66,8
10,83,9
11,86,10
11,53,1
11,78,3
11,36,8
12,26,2
12,47,9
13,28,8
13,78,10
14,52,7
15,73,4
15,16,8
15,79,3
15,75,4
16,25,10
16,79,2
16,23,2
16,59,8
17,80,7
17,81,7
18,46,8
19,44,7
19,65,5
19,32,8
19,60,8
20,40,4
21,34,9
21,67,1
21,50,9
22,69,3
22,72,6
23,72,5
23,57,5
23,45,1
24,88,6
25,31,5
25,70,4
25,47,7
26,77,3
26,46,5
26,56,8
27,30,3
27,70,6
27,53,10
28,77,10
29,65,3
30,45,8
30,60,6
31,44,10
31,43,4
31,42,8
32,68,4
32,39,4
33,43,6
33,42,6
33,61,9
33,66,9
34,60,10
34,35,7
34,78,1
34,84,4
35,57,9
35,84,6
35,85,10
35,44,5
36,61,7
36,75,8
36,47,8
37,45,1
37,63,10
38,77,9
38,75,5
39,48,6
40,89,2
41,86,2
41,59,6
42,88,7
42,54,5
43,53,9
43,76,7
43,55,9
43,78,8
44,45,3
44,78,6
44,66,8
44,89,6
45,57,6
45,47,5
45,88,3
46,75,7
46,64,4
46,84,8
47,68,6
47,53,2
48,83,5
48,79,10
48,55,5
48,82,3
49,64,3
49,80,8
49,75,4
49,85,9
50,64,6
50,70,5
51,54,3
51,56,10
51,85,9
52,81,10
53,55,4
54,77,8
54,55,10
55,86,4
56,70,1
56,81,5
56,59,6
57,88,9
57,67,4
58,82,4
58,72,8
59,86,3
60,80,9
61,62,9
61,63,5
62,71,3
63,68,7
63,80,3
63,73,9
63,87,2
64,69,3
64,78,1
65,76,9
65,79,7
65,71,6
65,67,3
66,76,10
66,75,1
67,81,3
67,70,8
68,76,4
68,74,10
68,73,10
69,88,8
70,88,2
70,84,8
70,89,6
71,77,6
71,84,7
71,85,9
71,80,8
72,75,10
72,83,10
72,74,2
72,80,5
73,89,2
73,84,4
74,88,2
74,82,7
75,83,6
75,84,5
75,89,9
76,87,6
76,89,1
77,81,1
77,79,8
77,84,5
78,87,8
78,84,3
78,86,3
78,82,1
79,88,5
79,82,4
80,82,2
80,81,6
80,87,1
81,88,10
81,82,4
81,84,4
81,87,8
82,83,10
83,88,5
83,84,5
83,87,3
83,86,7
84,85,1
84,88,5
84,89,6
85,89,10
85,88,10
86,88,4
86,87,8
87,89,5
87,88,2
88,89,8
