task,cost
0,25.32
1,30.7
2,34.96
3,7.93
4,51.92
5,36.17
6,46.91
7,43.54
8,48.26
9,13.51
10,19.14
11,36.15
12,52.44
13,57.97
14,27.15
15,47.37
16,21.08
17,26.19
18,29.93
19,29.44
20,46.17
21,44.14
22,15.25
23,29.42
24,22.95
25,21.25
26,50.31
27,13.21
28,40.19
29,34.15
30,34.29
31,39.01
32,23.92
33,31.15
34,54.58
35,26.76
36,13.29
37,18.56
38,13.43
39,16.27
40,12.0
41,50.73
42,38.06
43,25.52
44,16.53
45,18.53
46,44.03
47,51.98
48,28.21
49,42.01
50,27.84
51,33.76
52,44.31
53,38.83
54,38.7
55,9.96
56,28.2
57,36.18
58,53.37
59,32.24
60,15.85
61,38.09
62,26.03
63,23.62
64,48.28
65,15.2
66,29.71
67,12.81
68,49.87
69,24.01
70,15.68
71,29.55
72,17.21
73,24.26
74,38.75
75,37.22
76,23.08
77,39.19
78,20.8
79,45.23
