src,dst,comm
0,10,2
1,13,4
1,27,4
1,16,3
2,37,6
2,21,4
2,18,1
3,16,4
3,13,4
3,10,4
3,19,5
4,5,2
5,32,2
5,35,7
5,21,8
6,19,8
6,39,8
6,33,3
6,21,2
7,24,9
7,31,6
8,18,4
8,28,3
8,34,2
9,38,9
9,39,6
9,10,6
9,15,1
10,35,7
10,12,7
11,17,10
12,15,1
12,22,5
13,34,10
14,24,9
14,20,4
15,35,4
15,17,9
16,34,8
17,18,6
17,35,3
18,34,6
18,28,5
19,31,1
20,24,3
20,37,6
20,22,4
21,39,9
22,23,6
22,36,8
22,37,1
22,25,1
23,26,4
23,29,7
23,35,9
23,33,10
24,27,10
25,37,3
25,33,7
26,32,9
26,29,8
26,35,9
27,37,1
27,34,6
27,32,9
27,28,5
28,39,3
28,29,7
29,33,4
29,31,3
30,33,8
30,37,2
31,34,8
32,36,8
32,34,8
32,37,6
33,38,6
33,35,1
33,39,7
33,37,7
34,35,7
34,36,3
34,38,8
35,37,10
36,39,5
36,38,8
37,38,3
37,39,3
38,39,9
