task,cost
0,9.49
1,31.3
2,45.44
3,28.47
4,10.69
5,23.63
6,42.22
7,21.19
8,16.44
9,39.34
10,12.5
11,26.23
12,17.49
13,14.65
14,38.87
15,44.89
16,44.89
17,15.25
18,13.5
19,31.59
20,49.54
21,18.19
22,37.49
23,20.23
24,33.36
25,31.08
26,28.94
27,36.24
28,21.81
29,33.56
30,10.89
31,22.28
32,32.39
33,22.32
34,9.05
35,21.73
36,17.66
37,23.32
38,46.09
39,18.05
40,43.17
41,14.81
42,46.92
43,35.87
44,16.16
45,15.08
46,17.52
47,33.88
48,10.89
49,42.95
50,36.42
51,46.12
52,32.81
53,23.3
54,37.7
55,40.9
56,7.69
57,33.04
58,23.66
59,13.13
