src,dst,comm
0,35,3
0,41,10
0,51,6
1,9,1
1,4,2
2,8,2
2,36,3
2,64,5
3,39,10
3,5,2
3,79,5
4,42,10
4,72,9
5,51,6
5,52,4
5,24,3
6,61,5
7,72,8
7,10,6
7,36,8
7,65,4
8,17,2
8,65,1
8,51,7
9,67,7
10,76,6
10,37,2
10,43,9
10,55,9
11,17,7
11,56,2
11,74,2
12,37,2
13,77,6
13,64,2
13,20,2
14,49,1
15,60,5
15,27,4
15,63,6
15,16,7
16,66,7
16,49,8
17,76,4
17,39,3
18,38,2
18,67,5
19,75,1
20,73,8
21,32,6
21,63,2
22,48,6
23,52,10
23,56,6
23,50,2
24,34,7
25,33,10
25,64,9
26,57,8
26,61,2
26,48,5
27,59,10
27,64,5
27,76,3
27,79,3
28,77,9
28,50,2
28,41,8
29,79,5
30,41,5
30,48,4
30,53,8
30,59,8
31,74,8
31,77,10
31,33,2
31,61,1
32,74,7
32,40,9
33,53,6
34,55,9
35,63,2
35,52,7
36,77,5
36,51,5
36,52,4
37,53,6
37,54,1
37,44,2
38,44,2
38,77,3
38,52,4
39,71,1
40,43,8
40,69,3
40,64,4
40,78,8
41,75,3
41,79,6
42,58,7
42,67,1
42,76,3
43,76,9
44,66,8
44,74,2
45,68,2
45,61,5
45,69,10
45,54,6
46,49,5
46,53,10
46,57,7
47,70,7
47,75,3
47,52,8
47,68,6
48,49,8
48,68,2
48,51,10
48,52,8
49,59,1
49,68,1
50,62,8
50,57,8
51,70,7
51,67,8
52,53,2
53,63,6
53,79,8
54,60,8
54,62,2
54,72,9
55,77,10
55,65,6
56,67,10
56,58,7
56,72,3
56,75,1
57,66,4
57,79,8
57,70,2
58,77,3
58,68,5
58,79,6
59,63,8
59,65,6
59,73,3
60,69,6
60,70,9
61,69,6
62,76,6
62,71,8
62,72,9
62,74,8
63,75,10
63,79,4
63,74,4
64,75,4
64,74,9
64,73,6
65,67,2
66,77,7
66,68,1
66,79,3
66,71,8
67,69,2
67,76,5
67,71,6
68,78,8
68,74,2
68,69,9
68,73,3
69,73,4
70,71,2
70,73,7
70,79,8
71,76,2
71,78,6
71,75,8
72,75,6
72,76,1
72,74,10
72,73,4
73,77,7
73,76,1
74,79,8
74,77,1
74,78,7
74,76,7
75,78,6
75,76,9
76,77,9
77,78,8
77,79,6
78,79,1
