task,cost
0,24.21
1,43.28
2,50.38
3,13.07
4,10.9
5,12.29
6,22.9
7,49.95
8,48.28
9,54.97
10,32.46
11,38.73
12,13.56
13,40.6
14,47.66
15,12.15
16,38.13
17,40.36
18,25.68
19,40.06
20,43.52
21,28.76
22,20.6
23,50.81
24,11.57
25,24.6
26,11.12
27,27.06
28,24.02
29,55.0
30,34.11
31,31.36
32,30.95
33,30.54
34,40.23
35,45.78
36,45.75
37,40.24
38,27.99
39,39.34
40,29.23
41,15.81
42,45.49
43,34.57
44,52.91
45,21.26
46,33.45
47,36.51
48,38.29
49,24.64
50,53.91
51,15.46
52,23.93
53,40.09
54,19.92
55,51.2
56,49.66
57,27.79
58,34.23
59,9.03
60,15.79
61,13.23
62,12.69
63,40.7
64,36.06
65,33.79
66,42.45
67,24.16
68,59.94
69,46.07
70,10.48
71,44.68
72,24.39
73,20.06
74,33.81
75,17.03
76,12.29
77,37.7
78,20.79
79,18.52
