task,cost
0,42.55
1,29.55
2,51.33
3,35.09
4,25.03
5,40.87
6,53.72
7,14.83
8,24.34
9,13.52
10,14.12
11,25.06
12,49.94
13,36.41
14,31.16
15,31.61
16,23.77
17,15.15
18,44.58
19,35.89
20,36.4
21,37.08
22,47.41
23,34.0
24,9.22
25,49.56
26,11.13
27,43.72
28,20.87
29,27.09
30,21.71
31,47.58
32,30.03
33,30.22
34,36.66
35,15.69
36,13.19
37,11.27
38,43.17
39,30.65
40,39.28
41,10.18
42,11.08
43,41.8
44,21.98
45,10.17
46,48.06
47,39.91
48,17.9
49,52.4
50,16.14
51,11.67
52,38.21
53,20.65
54,44.24
55,51.69
56,40.37
57,22.66
58,27.61
59,33.55
60,34.41
61,27.09
62,45.51
63,40.04
64,22.35
65,13.77
66,26.32
67,52.51
68,36.87
69,12.46
70,38.56
71,31.62
72,38.74
73,9.71
74,15.46
75,31.8
76,22.13
77,37.81
78,44.79
79,37.82
80,34.33
81,25.33
82,39.78
83,20.25
84,25.56
85,16.86
86,12.21
87,13.19
88,35.02
89,13.86
90,29.16
91,15.67
92,49.88
93,21.96
94,15.04
95,50.83
96,53.68
97,30.09
98,38.13
99,48.5
