task,cost
0,27.0
1,42.38
2,12.77
3,16.85
4,40.84
5,15.01
6,29.45
7,25.49
8,46.95
9,14.09
10,15.41
11,58.44
12,28.63
13,21.09
14,49.67
15,28.76
16,35.69
17,31.71
18,22.8
19,50.69
20,34.14
21,53.17
22,54.58
23,31.07
24,17.07
25,23.35
26,33.26
27,11.75
28,53.4
29,20.67
30,11.78
31,53.49
32,41.87
33,30.87
34,26.67
35,40.6
36,36.48
37,28.51
38,38.19
39,26.65
40,31.36
41,34.63
42,28.6
43,28.1
44,16.41
45,47.92
46,42.01
47,16.42
48,37.22
49,40.4
50,43.95
51,25.47
52,49.79
53,18.21
54,19.1
55,14.6
56,8.95
57,40.04
58,16.93
59,16.46
60,42.12
61,34.99
62,14.85
63,20.93
64,43.77
65,45.27
66,19.83
67,42.2
68,40.37
69,35.75
70,32.03
71,27.5
72,29.09
73,14.86
74,42.47
75,51.55
76,44.24
77,37.8
78,28.76
79,31.84
80,41.16
81,34.72
82,27.12
83,32.07
84,12.38
85,43.88
86,36.29
87,9.08
88,17.6
89,39.98
