task,cost
0,26.82
1,18.95
2,34.71
3,53.65
4,26.71
5,10.44
6,14.54
7,41.23
8,44.8
9,10.01
10,15.05
11,28.11
12,51.08
13,20.08
14,40.01
15,47.36
16,26.41
17,38.58
18,35.4
19,16.11
20,16.76
21,18.23
22,39.64
23,33.49
24,57.97
25,35.61
26,25.79
27,41.37
28,46.18
29,41.22
30,32.63
31,17.4
32,29.99
33,47.37
34,34.72
35,39.2
36,44.47
37,61.9
38,39.93
39,26.6
40,10.81
41,11.51
42,27.53
43,49.17
44,49.78
45,47.06
46,36.86
47,48.43
48,32.57
49,31.12
50,59.83
51,11.0
52,21.16
53,58.25
54,57.48
55,54.85
56,20.63
57,39.37
58,49.58
59,28.16
