src,dst,comm
0,9,8
1,16,2
1,20,3
1,2,9
1,9,6
2,18,4
2,23,4
3,28,9
4,16,4
4,6,7
4,21,8
4,10,10
5,12,8
5,20,5
5,7,10
6,22,5
6,7,2
6,26,9
6,12,9
7,17,6
7,29,8
7,11,3
8,14,2
8,23,7
8,19,7
9,16,4
10,22,8
11,18,3
11,28,2
11,14,6
12,21,9
12,27,9
12,26,2
12,25,2
13,19,9
14,29,9
14,18,7
14,21,4
14,22,9
15,20,5
15,27,5
15,21,3
16,27,2
16,20,4
16,21,5
16,23,1
17,25,6
17,29,3
17,23,5
18,21,10
19,21,6
19,23,5
19,22,4
20,22,8
21,22,5
22,23,4
23,25,3
23,24,9
23,29,2
24,28,7
24,27,4
24,26,9
25,27,3
25,28,10
25,26,5
25,29,2
26,29,1
26,27,1
26,28,4
27,29,5
28,29,5
