src,dst,comm
0,60,2
1,48,8
2,50,10
2,17,6
2,3,6
2,11,3
3,7,10
3,8,4
3,47,3
4,48,4
4,7,9
5,11,4
5,13,2
6,33,4
6,24,7
7,53,9
7,55,2
7,36,2
8,66,8
8,9,3
9,43,3
9,15,3
10,24,5
11,12,3
12,39,4
12,59,1
12,52,9
12,56,6
13,67,4
13,47,3
13,21,8
14,53,8
14,29,4
14,68,9
15,25,1
16,46,7
16,61,3
16,67,8
17,32,3
17,55,7
18,59,1
18,44,1
19,21,10
20,55,5
21,64,10
21,30,8
21,46,2
21,27,1
22,51,5
22,67,9
22,32,3
23,32,3
24,35,2
24,28,8
24,29,10
24,61,7
25,40,4
25,49,4
25,54,1
25,52,7
26,63,8
26,62,4
26,54,1
26,49,10
27,46,2
28,58,2
28,69,6
28,46,1
28,59,9
29,49,4
30,32,4
31,44,7
31,40,5
31,46,5
32,44,10
32,48,1
33,43,7
33,60,9
33,41,8
33,39,2
34,38,4
34,55,10
35,62,10
35,40,7
35,37,6
36,47,6
36,37,6
36,43,1
37,43,5
37,51,7
38,41,6
39,61,8
39,41,2
40,64,10
41,50,2
41,52,10
41,51,4
42,60,7
42,46,2
42,47,5
42,48,2
43,59,5
43,46,7
43,56,4
43,44,4
44,56,10
44,66,6
44,54,4
45,66,5
46,69,7
47,52,1
47,64,4
47,61,1
48,50,1
48,56,3
48,64,5
48,49,3
49,52,6
49,65,4
49,57,3
50,54,4
51,61,6
51,66,1
52,64,5
52,57,3
53,66,4
53,56,1
53,67,6
53,54,3
54,69,2
54,62,2
54,60,2
54,64,4
55,68,2
55,57,4
55,64,10
56,69,2
56,57,4
57,67,3
57,66,6
57,65,1
58,66,2
58,69,1
58,64,8
59,62,1
59,66,4
60,62,4
60,65,8
61,63,8
61,64,8
62,68,9
62,67,10
62,64,2
63,68,6
63,67,6
63,65,7
64,66,9
65,66,6
66,67,7
66,69,7
67,69,10
67,68,8
68,69,5
