task,cost
0,31.0
1,25.46
2,33.33
3,19.45
4,45.71
5,50.15
6,17.08
7,10.85
8,13.2
9,41.8
10,48.16
11,38.84
12,13.23
13,32.97
14,26.27
15,20.53
16,14.81
17,28.85
18,38.91
19,34.82
20,41.92
21,35.63
22,35.52
23,14.34
24,32.4
25,13.16
26,16.81
27,30.94
28,27.49
29,36.02
30,11.03
31,51.85
32,55.23
33,37.72
34,29.86
35,30.41
36,17.44
37,38.92
38,18.39
39,15.34
40,23.08
41,23.58
42,8.3
43,59.9
44,47.29
45,13.95
46,32.2
47,17.35
48,23.0
49,27.59
50,43.09
51,52.98
52,45.65
53,25.31
54,14.74
55,11.81
56,28.19
57,16.76
58,27.84
59,33.81
60,34.03
61,25.18
62,16.9
63,31.34
64,11.38
65,41.76
66,26.44
67,29.38
68,25.51
69,12.35
