task,cost
0,9.82
1,24.61
2,25.93
3,51.73
4,23.65
5,47.11
6,22.47
7,48.73
8,29.38
9,32.65
10,22.28
11,45.79
12,31.8
13,36.7
14,20.87
15,20.96
16,44.92
17,53.71
18,31.8
19,15.72
20,54.27
21,15.8
22,27.98
23,37.38
24,19.97
25,33.73
26,12.59
27,39.4
28,44.26
29,23.97
30,27.77
31,35.8
32,18.9
33,36.95
34,32.9
35,10.57
36,42.66
37,36.21
38,32.8
39,44.48
40,25.4
41,46.93
42,23.32
43,40.77
44,16.97
45,26.38
46,7.88
47,44.94
48,33.23
49,22.99
50,24.25
51,45.53
52,48.21
53,24.01
54,43.53
55,22.54
56,30.95
57,17.71
58,32.96
59,9.29
60,18.07
61,29.79
62,27.52
63,28.15
64,42.73
65,54.23
66,53.56
67,17.05
68,30.35
69,50.75
