task,cost
0,12.5
1,42.47
2,12.07
3,22.7
4,38.71
5,17.5
6,14.04
7,37.43
8,31.53
9,24.3
10,12.85
11,47.75
12,14.39
13,21.55
14,30.54
15,36.32
16,43.61
17,27.72
18,36.22
19,49.88
20,10.14
21,18.22
22,19.06
23,24.24
24,18.99
25,39.58
26,43.8
27,27.97
28,27.29
29,16.24
30,47.69
31,20.4
32,18.18
33,32.14
34,53.59
35,10.78
36,37.06
37,34.35
38,21.25
39,17.8
40,22.74
41,19.27
42,40.0
43,22.13
44,8.89
45,51.5
46,33.98
47,49.34
48,17.12
49,22.04
50,10.21
51,45.61
52,59.54
53,21.97
54,37.88
55,45.15
56,42.79
57,42.53
58,13.14
59,12.75
60,56.24
61,48.71
62,35.56
63,27.06
64,18.57
65,33.86
66,28.87
67,9.95
68,34.14
69,36.05
70,28.85
71,19.97
72,34.81
73,22.54
74,18.47
75,45.81
76,25.87
77,30.16
78,10.51
79,14.27
80,13.67
81,15.25
82,23.01
83,15.87
84,53.02
85,19.49
86,12.89
87,44.64
88,57.21
89,13.67
