task,cost
0,56.36
1,24.52
2,14.8
3,43.83
4,37.62
5,11.22
6,33.89
7,49.7
8,33.76
9,27.06
10,34.49
11,11.46
12,39.78
13,29.27
14,47.79
15,16.07
16,48.2
17,29.07
18,10.19
19,56.61
20,20.75
21,33.03
22,9.85
23,9.7
24,31.51
25,35.03
26,46.56
27,15.99
28,43.64
29,18.17
30,47.61
31,20.77
32,18.59
33,27.32
34,57.92
35,13.01
36,37.41
37,29.1
38,38.1
39,41.0
40,25.36
41,42.66
42,26.3
43,36.29
44,52.69
45,11.01
46,44.76
47,40.41
48,26.85
49,27.68
50,40.75
51,24.19
52,13.49
53,21.59
54,8.46
55,13.03
56,39.55
57,32.37
58,41.08
59,14.75
60,52.75
61,23.08
62,11.89
63,41.15
64,27.46
65,50.54
66,8.98
67,51.2
68,41.19
69,32.33
70,21.68
71,31.63
72,26.21
73,12.71
74,24.24
75,42.43
76,35.37
77,35.98
78,20.37
79,21.92
80,33.07
81,17.53
82,34.92
83,13.18
84,11.9
85,43.12
86,37.22
87,28.01
88,46.33
89,16.7
