src,dst,comm
0,21,3
0,8,7
0,2,6
0,1,10
1,26,9
1,17,5
1,23,10
1,21,1
2,23,10
2,28,9
2,11,10
2,24,1
3,6,6
3,16,3
3,10,5
4,15,1
4,18,10
5,11,4
5,20,1
5,7,5
5,12,5
6,22,1
7,11,8
8,13,8
8,10,1
8,28,8
8,12,5
9,24,2
9,20,3
9,14,10
10,29,4
10,17,8
10,28,1
10,22,5
11,25,1
12,19,9
12,25,7
12,14,7
13,14,5
13,26,1
14,15,2
14,20,9
14,26,2
14,19,10
15,26,7
15,21,5
15,27,6
15,22,9
16,27,6
16,25,7
16,21,10
16,26,6
17,24,1
17,20,1
17,21,6
17,28,3
18,24,1
18,19,7
18,28,4
19,22,3
19,24,10
19,28,7
19,23,2
20,27,10
20,21,7
21,25,6
21,27,4
22,28,7
22,27,5
22,24,9
22,29,7
23,25,1
23,26,9
23,24,2
24,25,6
24,29,2
24,28,8
25,29,7
25,27,3
26,29,8
26,27,3
27,29,4
27,28,4
28,29,8
