src,dst,comm
0,19,8
0,58,6
0,5,5
1,7,2
2,7,9
2,61,2
2,13,10
2,15,9
3,53,1
4,31,3
5,58,10
6,36,10
6,34,9
6,17,10
7,52,3
7,23,2
7,43,2
8,37,3
8,23,7
8,41,6
9,66,8
10,55,6
10,64,5
10,49,2
10,28,4
11,35,4
11,24,6
12,30,10
13,65,9
13,36,1
13,66,3
14,65,10
14,68,9
15,54,1
16,69,8
17,36,3
18,35,5
18,65,7
18,57,4
18,45,9
19,49,5
19,67,10
19,53,5
20,37,9
20,30,1
21,41,10
21,56,1
21,45,4
21,46,8
22,33,2
23,61,7
23,41,4
24,26,6
24,33,7
25,69,4
25,66,6
25,50,10
26,57,2
26,63,3
27,53,3
27,52,5
27,35,10
28,33,1
28,50,5
29,30,1
29,51,3
30,63,8
30,34,3
30,38,7
30,44,3
31,40,2
31,63,1
32,35,8
32,53,3
32,44,5
32,39,8
33,56,6
34,38,4
34,65,10
35,50,3
35,41,2
35,62,3
35,55,9
36,61,4
36,46,6
36,48,4
37,38,4
37,61,8
37,57,8
38,59,6
38,63,3
38,64,10
38,51,9
39,45,10
40,64,5
41,67,10
41,54,7
41,57,1
42,68,5
42,60,4
43,46,8
43,52,6
43,67,6
44,68,10
44,52,5
44,60,8
44,45,2
45,49,6
45,50,4
45,58,6
46,60,3
46,50,9
47,52,3
48,52,1
48,57,4
48,66,5
49,63,10
49,50,10
49,64,7
50,60,7
51,60,2
51,66,8
52,68,7
52,56,1
52,53,1
52,62,8
53,68,5
54,60,5
54,57,10
54,65,7
55,63,4
55,69,9
56,59,9
56,62,7
57,60,4
57,68,5
57,65,2
57,62,3
58,64,8
58,66,8
59,63,3
60,67,1
60,66,5
61,69,9
62,65,5
62,66,3
62,69,4
62,68,8
63,68,9
63,69,8
64,69,2
64,67,9
64,68,7
65,68,3
65,66,6
65,67,9
66,68,8
66,69,7
66,67,2
67,68,8
67,69,10
68,69,7
