task,cost
0,47.64
1,38.59
2,26.66
3,36.46
4,59.69
5,39.74
6,39.65
7,28.1
8,11.65
9,15.61
10,13.85
11,53.59
12,11.15
13,26.95
14,48.66
15,52.13
16,17.3
17,36.69
18,12.55
19,26.24
20,34.74
21,12.98
22,45.51
23,8.45
24,52.22
25,15.72
26,30.97
27,40.25
28,39.58
29,36.94
30,26.35
31,24.4
32,46.32
33,41.09
34,24.22
35,19.57
36,41.84
37,21.94
38,21.69
39,20.68
40,21.3
41,8.65
42,28.94
43,22.77
44,41.22
45,18.23
46,55.95
47,10.95
48,23.33
49,25.75
50,34.97
51,34.46
52,36.59
53,26.28
54,21.58
55,32.99
56,16.71
57,11.0
58,33.79
59,8.83
60,10.97
61,60.95
62,32.39
63,32.69
64,25.04
65,18.37
66,25.96
67,24.88
68,9.72
69,21.97
