task,cost
0,13.71
1,14.77
2,48.67
3,20.78
4,29.25
5,13.24
6,39.15
7,32.06
8,44.72
9,23.42
10,21.75
11,38.84
12,35.74
13,8.59
14,40.93
15,19.68
16,20.37
17,20.93
18,32.89
19,33.94
20,11.21
21,48.86
22,38.72
23,10.42
24,26.15
25,45.17
26,11.2
27,18.14
28,26.51
29,44.1
30,39.43
31,21.89
32,11.54
33,15.8
34,41.73
35,35.76
36,10.32
37,25.44
38,10.25
39,19.74
40,33.07
41,40.95
42,18.98
43,28.69
44,53.24
45,24.11
46,27.78
47,46.44
48,18.26
49,16.27
50,31.06
51,48.83
52,36.58
53,12.94
54,32.54
55,33.04
56,42.96
57,14.16
58,41.0
59,10.08
60,15.67
61,16.24
62,27.45
63,26.7
64,26.44
65,49.52
66,50.89
67,29.89
68,15.13
69,39.66
70,24.32
71,38.31
72,34.63
73,15.91
74,31.72
75,39.36
76,49.24
77,32.16
78,18.96
79,18.67
80,13.22
81,13.58
82,42.6
83,31.39
84,18.93
85,38.59
86,11.93
87,42.32
88,31.44
89,44.24
90,51.84
91,33.76
92,58.61
93,15.57
94,24.02
95,14.85
96,20.51
97,37.75
98,24.22
99,32.91
