task,cost
0,48.36
1,38.33
2,10.07
3,33.12
4,16.19
5,15.46
6,14.21
7,37.69
8,27.6
9,24.96
10,40.35
11,33.85
12,44.07
13,23.22
14,10.45
15,46.92
16,9.48
17,50.42
18,44.65
19,14.22
20,42.97
21,19.0
22,32.47
23,38.57
24,18.52
25,50.44
26,42.22
27,28.59
28,26.49
29,27.5
30,19.27
31,22.11
32,52.61
33,23.24
34,39.83
35,55.98
36,40.94
37,34.03
38,19.76
39,39.59
40,22.15
41,15.62
42,28.41
43,16.81
44,35.85
45,35.65
46,42.94
47,12.78
48,31.67
49,34.08
50,29.42
51,16.91
52,15.78
53,14.71
54,58.7
55,27.69
56,34.48
57,35.68
58,55.86
59,50.32
60,19.87
61,11.93
62,15.1
63,23.05
64,22.66
65,9.86
66,12.25
67,15.17
68,20.96
69,44.18
