src,dst,comm
0,27,6
1,2,9
1,50,6
2,72,3
3,16,4
4,27,1
5,81,2
5,34,9
5,63,3
5,62,8
6,79,5
6,39,9
7,16,3
7,41,2
7,97,6
7,64,2
8,26,10
9,64,2
9,97,5
10,23,5
10,11,6
10,39,3
10,85,5
11,52,2
12,36,8
12,97,8
13,27,10
13,79,3
13,90,1
13,47,3
14,32,10
15,94,3
15,99,1
15,96,9
15,68,4
16,87,2
16,61,1
17,64,8
17,57,1
17,27,2
18,94,4
19,30,5
19,54,6
20,50,8
20,22,6
20,25,8
20,84,2
21,60,7
21,53,6
21,78,7
21,26,3
22,84,8
23,57,9
23,59,7
24,64,4
24,55,4
24,65,7
25,77,8
26,91,6
26,39,1
26,35,5
27,65,2
27,56,3
28,99,7
28,40,9
29,47,8
29,44,3
30,97,5
31,73,9
31,76,7
31,39,9
31,59,6
32,76,3
32,43,8
33,35,4
34,84,8
34,39,7
34,43,7
34,47,7
35,44,4
35,45,7
36,41,3
37,45,2
37,82,6
37,57,4
38,63,3
39,91,3
39,75,1
39,63,5
40,83,4
40,74,5
40,98,1
40,72,10
41,95,7
41,78,10
42,45,6
43,89,3
43,57,2
44,48,1
45,81,9
45,57,3
45,89,3
45,51,9
46,64,5
46,57,4
46,83,1
47,56,7
48,67,1
48,95,4
48,96,9
49,91,9
49,74,9
50,92,5
50,53,6
51,75,1
51,94,4
52,85,1
52,97,6
52,68,6
53,63,9
53,94,6
53,68,7
53,58,2
54,78,9
54,93,10
54,96,7
54,83,8
55,92,10
55,87,6
56,66,6
56,61,8
57,58,3
58,78,5
58,89,5
58,95,3
59,68,10
59,84,6
60,78,8
61,96,9
62,87,5
62,80,8
62,76,3
63,99,3
63,88,5
63,75,6
64,82,1
65,69,9
65,67,6
65,90,9
66,95,8
66,80,5
66,84,1
67,84,7
67,89,7
67,88,9
68,79,6
68,91,2
69,91,5
70,81,5
70,96,7
70,84,6
71,95,10
71,83,8
72,84,10
72,79,4
73,94,8
73,76,6
73,81,5
73,79,2
74,83,4
74,86,9
74,92,8
75,79,5
75,80,2
75,76,1
76,86,7
76,95,6
76,77,8
77,89,8
77,98,5
77,92,7
78,91,6
78,97,2
78,82,2
79,95,3
80,95,7
81,99,3
82,83,8
82,88,9
82,95,8
83,91,7
83,90,4
83,88,9
84,88,7
84,97,2
84,91,1
84,85,2
85,88,10
85,86,5
86,95,2
87,97,2
87,95,9
87,91,7
87,96,6
88,98,3
88,99,7
88,93,4
89,99,6
89,90,4
89,95,1
89,97,6
90,99,3
91,98,10
91,96,3
92,94,1
92,95,3
92,97,3
93,96,3
93,94,8
93,95,9
93,98,10
94,98,6
94,95,4
94,97,8
95,99,7
95,97,2
96,99,7
96,98,3
96,97,9
97,99,10
97,98,9
98,99,3
