task,cost
0,54.03
1,27.53
2,28.52
3,33.22
4,45.36
5,39.19
6,42.8
7,29.13
8,14.8
9,40.13
10,21.87
11,11.22
12,11.23
13,23.82
14,32.53
15,37.54
16,48.21
17,20.65
18,29.61
19,37.87
20,49.82
21,24.24
22,23.78
23,33.16
24,21.74
25,27.4
26,25.32
27,35.1
28,12.76
29,27.36
30,18.49
31,14.79
32,38.28
33,44.13
34,34.5
35,24.7
36,17.97
37,28.06
38,27.93
39,44.56
40,19.41
41,54.26
42,16.7
43,24.98
44,12.87
45,55.02
46,44.42
47,37.89
48,25.78
49,48.06
50,20.39
51,43.07
52,30.67
53,16.99
54,28.59
55,43.47
56,31.83
57,23.94
58,39.33
59,11.79
60,47.96
61,41.18
62,26.78
63,17.78
64,44.93
65,43.01
66,23.75
67,21.54
68,37.73
69,32.32
70,39.62
71,53.56
72,23.97
73,37.03
74,23.91
75,29.43
76,30.99
77,22.78
78,9.96
79,20.03
80,30.67
81,42.53
82,11.54
83,52.72
84,9.41
85,30.03
86,45.66
87,30.27
88,38.43
89,27.64
90,19.46
91,19.62
92,13.47
93,14.87
94,20.55
95,40.11
96,40.59
97,19.2
98,14.36
99,7.58
