src,dst,comm
0,29,6
1,18,3
1,3,4
1,7,4
1,19,9
2,15,5
3,5,4
3,23,6
3,9,10
3,19,6
4,9,1
4,10,1
4,23,4
5,10,2
5,25,7
5,15,5
6,27,6
7,29,5
8,17,2
8,25,5
8,22,2
9,27,7
10,12,4
10,11,5
10,15,6
11,14,8
11,29,8
11,26,2
12,25,8
13,26,6
13,14,6
13,18,9
13,21,6
14,18,10
14,21,5
14,26,4
14,23,3
15,22,9
15,23,8
15,26,7
16,23,9
16,28,1
17,24,2
17,18,4
17,27,3
18,28,10
19,26,9
20,22,1
20,24,5
20,26,1
21,24,7
21,28,2
21,22,8
22,27,4
23,24,5
23,26,7
23,25,1
24,25,7
24,27,1
24,28,3
24,29,10
25,27,9
25,26,9
25,28,8
25,29,10
26,27,6
26,29,2
26,28,7
27,29,8
27,28,6
28,29,6
