src,dst,comm
0,8,10
0,15,5
1,31,7
1,22,7
2,29,9
2,17,1
2,27,9
2,3,2
3,35,1
3,15,6
3,26,6
3,14,3
4,12,9
4,16,9
4,13,4
5,23,5
5,33,8
5,12,3
5,27,2
6,35,9
6,30,1
7,19,4
7,24,5
7,10,8
8,25,9
9,15,1
9,28,8
9,18,8
9,12,1
10,27,4
11,34,1
11,36,1
11,24,5
12,36,9
12,30,6
12,29,8
12,38,2
13,24,4
13,21,7
14,18,9
15,28,6
15,20,3
16,22,9
16,39,9
16,29,6
17,23,10
18,22,8
18,26,1
18,31,9
18,32,3
19,31,4
19,33,6
20,28,4
20,27,6
20,22,2
21,29,2
21,24,10
21,35,1
22,35,2
22,26,2
22,29,4
22,27,9
23,39,3
24,38,5
24,25,5
25,32,10
25,38,2
26,33,10
27,28,2
27,34,4
27,29,9
27,37,5
28,36,5
29,32,7
30,32,5
30,34,4
31,32,4
31,34,7
32,34,5
33,35,7
33,39,4
33,37,8
34,38,8
34,37,4
34,36,8
35,36,5
35,39,5
35,37,5
36,37,3
36,39,6
37,38,10
38,39,9
