task,cost
0,57.45
1,17.79
2,11.42
3,29.0
4,21.43
5,7.56
6,16.47
7,29.03
8,18.7
9,44.38
10,39.44
11,53.92
12,14.72
13,50.54
14,39.3
15,9.24
16,29.57
17,49.41
18,38.43
19,32.02
20,39.72
21,12.81
22,17.89
23,24.56
24,9.03
25,25.3
26,28.96
27,14.22
28,59.15
29,39.69
30,61.04
31,43.18
32,31.83
33,37.55
34,16.66
35,29.11
36,11.11
37,21.17
38,52.26
39,21.98
40,13.21
41,15.67
42,16.14
43,20.15
44,19.77
45,13.83
46,39.66
47,15.61
48,24.14
49,18.39
50,57.36
51,13.91
52,37.38
53,22.85
54,14.76
55,22.18
56,19.09
57,28.15
58,36.8
59,25.2
60,38.56
61,36.04
62,14.75
63,9.24
64,55.88
65,11.71
66,20.84
67,14.46
68,26.25
69,24.64
70,21.28
71,43.63
72,23.4
73,31.17
74,15.04
75,54.75
76,46.16
77,20.99
78,21.37
79,12.53
80,32.05
81,33.28
82,16.42
83,28.25
84,14.07
85,35.21
86,26.81
87,32.74
88,37.6
89,23.58
