task,cost
0,47.78
1,35.65
2,16.54
3,42.61
4,18.35
5,13.54
6,19.03
7,34.6
8,11.27
9,26.96
10,28.49
11,12.02
12,47.11
13,12.39
14,31.76
15,40.66
16,35.09
17,59.51
18,27.15
19,41.95
20,54.66
21,52.09
22,35.08
23,14.75
24,25.31
25,24.66
26,12.07
27,25.99
28,24.33
29,38.09
30,14.87
31,52.35
32,29.24
33,19.72
34,38.44
35,19.44
36,44.99
37,27.92
38,15.93
39,37.79
40,39.36
41,18.72
42,38.41
43,35.19
44,19.02
45,33.42
46,38.19
47,13.91
48,38.51
49,30.34
50,14.9
51,25.82
52,22.16
53,30.64
54,19.36
55,30.83
56,39.66
57,42.01
58,33.21
59,13.44
