task,cost
0,50.3
1,16.42
2,16.77
3,21.18
4,35.45
5,37.2
6,27.86
7,34.45
8,11.83
9,39.61
10,52.98
11,37.85
12,39.13
13,18.12
14,29.91
15,33.86
16,38.63
17,23.98
18,42.57
19,20.28
20,16.61
21,24.79
22,42.33
23,21.08
24,23.3
25,35.57
26,33.14
27,9.29
28,21.98
29,13.33
30,14.42
31,36.25
32,23.89
33,9.15
34,28.55
35,7.83
36,43.37
37,26.85
38,33.68
39,27.64
40,45.08
41,30.56
42,19.13
43,21.38
44,34.37
45,29.98
46,18.67
47,16.72
48,19.78
49,34.5
50,36.24
51,53.47
52,9.95
53,22.02
54,59.96
55,30.38
56,29.5
57,28.57
58,21.78
59,28.69
60,39.77
61,25.92
62,34.77
63,28.69
64,55.91
65,50.87
66,19.53
67,15.79
68,30.2
69,29.57
70,41.55
71,35.13
72,40.13
73,20.35
74,29.8
75,15.36
76,40.73
77,45.6
78,38.43
79,49.72
80,33.66
81,23.45
82,40.14
83,27.05
84,23.88
85,45.18
86,41.75
87,40.98
88,27.55
89,50.21
