task,cost
0,40.91
1,29.78
2,13.94
3,19.61
4,35.93
5,44.31
6,28.46
7,20.32
8,45.42
9,13.95
10,18.99
11,39.95
12,14.24
13,25.5
14,36.55
15,42.01
16,18.15
17,17.11
18,47.26
19,12.82
20,39.9
21,20.59
22,41.47
23,28.3
24,35.72
25,45.13
26,31.4
27,61.29
28,19.4
29,28.85
30,12.57
31,30.78
32,19.25
33,9.09
34,41.35
35,52.65
36,42.67
37,11.63
38,21.8
39,13.5
40,30.3
41,52.07
42,32.84
43,35.21
44,14.9
45,24.61
46,11.36
47,54.88
48,41.01
49,45.9
50,28.18
51,28.88
52,31.09
53,25.28
54,17.7
55,56.02
56,42.51
57,9.24
58,15.01
59,15.87
60,37.56
61,36.28
62,33.44
63,23.1
64,22.5
65,46.06
66,24.79
67,16.97
68,39.99
69,12.78
