task,cost
0,43.83
1,31.41
2,23.08
3,38.35
4,30.25
5,11.92
6,14.6
7,16.24
8,23.65
9,40.47
10,30.0
11,14.2
12,11.43
13,43.26
14,31.59
15,45.77
16,47.04
17,25.15
18,40.7
19,23.62
20,23.29
21,37.95
22,28.62
23,23.38
24,32.1
25,22.15
26,41.08
27,45.39
28,14.41
29,40.66
30,33.44
31,26.56
32,49.85
33,48.66
34,29.42
35,20.22
36,31.78
37,57.58
38,22.1
39,46.57
40,52.45
41,19.09
42,18.68
43,57.34
44,33.51
45,36.81
46,34.73
47,17.17
48,44.25
49,45.45
50,12.19
51,14.99
52,13.57
53,32.08
54,10.42
55,15.01
56,20.67
57,36.33
58,13.16
59,33.4
