task,cost
0,30.72
1,35.49
2,31.29
3,45.82
4,30.45
5,12.09
6,38.8
7,24.92
8,12.48
9,34.98
10,31.26
11,35.94
12,25.75
13,18.31
14,53.98
15,35.89
16,10.28
17,33.45
18,48.13
19,39.27
20,46.49
21,18.14
22,12.27
23,25.01
24,10.53
25,33.32
26,39.02
27,28.76
28,40.07
29,7.73
30,38.16
31,43.15
32,37.03
33,24.2
34,39.0
35,28.72
36,18.2
37,22.64
38,30.18
39,37.66
40,32.08
41,53.71
42,38.75
43,37.38
44,39.22
45,42.97
46,11.9
47,26.74
48,19.21
49,27.22
50,19.21
51,34.29
52,19.05
53,43.02
54,25.17
55,23.56
56,40.86
57,37.1
58,39.25
59,38.03
