task,cost
0,38.97
1,17.57
2,19.05
3,25.05
4,25.36
5,36.83
6,41.44
7,33.3
8,15.56
9,11.01
10,59.12
11,41.65
12,32.76
13,40.32
14,34.14
15,32.75
16,55.19
17,26.99
18,45.66
19,44.73
20,39.03
21,14.94
22,38.64
23,45.55
24,19.1
25,35.21
26,34.77
27,13.83
28,18.27
29,20.91
30,32.71
31,48.63
32,45.94
33,32.79
34,38.12
35,41.34
36,44.51
37,19.54
38,13.86
39,38.19
40,11.72
41,53.69
42,22.61
43,10.26
44,12.72
45,19.82
46,23.41
47,24.56
48,38.93
49,52.04
50,53.4
51,35.38
52,50.19
53,26.32
54,16.49
55,9.01
56,23.14
57,40.99
58,38.29
59,20.24
