task,cost
0,21.43
1,15.36
2,42.41
3,44.13
4,49.38
5,38.01
6,20.43
7,41.36
8,30.92
9,36.74
10,14.73
11,35.74
12,39.94
13,21.21
14,19.62
15,36.78
16,20.51
17,40.46
18,41.45
19,15.87
20,17.5
21,40.47
22,19.35
23,19.77
24,18.9
25,22.56
26,36.04
27,39.21
28,27.01
29,17.97
30,49.55
31,45.98
32,16.11
33,25.03
34,15.79
35,43.79
36,42.59
37,8.74
38,20.05
39,14.83
40,23.36
41,19.99
42,33.8
43,12.48
44,38.32
45,39.42
46,19.64
47,29.92
48,26.12
49,23.29
50,29.8
51,14.47
52,15.03
53,23.18
54,18.95
55,11.11
56,39.05
57,48.13
58,35.2
59,11.38
60,11.25
61,48.33
62,44.87
63,32.62
64,21.11
65,37.94
66,41.78
67,36.15
68,18.49
69,16.47
70,34.19
71,11.14
72,14.17
73,41.22
74,21.09
75,31.11
76,52.3
77,33.97
78,36.41
79,12.61
80,18.42
81,31.24
82,32.08
83,51.52
84,12.2
85,37.17
86,52.69
87,23.01
88,11.54
89,33.37
