task,cost
0,10.93
1,37.8
2,40.95
3,50.75
4,49.58
5,24.05
6,34.82
7,16.36
8,34.32
9,35.96
10,45.57
11,9.47
12,17.16
13,41.01
14,24.69
15,12.89
16,30.76
17,29.21
18,18.14
19,53.65
20,38.56
21,36.57
22,30.25
23,22.73
24,38.71
25,14.62
26,28.43
27,46.8
28,45.29
29,33.5
30,17.69
31,29.33
32,16.96
33,39.85
34,31.46
35,29.31
36,48.89
37,21.32
38,37.47
39,23.15
40,13.06
41,19.59
42,18.04
43,14.48
44,40.51
45,55.46
46,29.55
47,35.49
48,43.7
49,17.43
50,25.41
51,10.65
52,28.23
53,22.97
54,14.71
55,49.51
56,28.98
57,59.47
58,32.96
59,42.43
60,21.84
61,26.46
62,19.15
63,40.83
64,40.04
65,14.85
66,13.19
67,10.48
68,21.72
69,13.66
70,13.63
71,45.47
72,60.72
73,19.86
74,12.17
75,43.63
76,31.19
77,14.13
78,24.86
79,14.79
80,15.75
81,29.61
82,25.0
83,39.21
84,33.03
85,28.39
86,56.03
87,51.53
88,49.43
89,12.84
90,21.23
91,43.16
92,25.19
93,21.37
94,22.47
95,23.56
96,31.19
97,43.83
98,51.97
99,47.39
