src,dst,comm
0,13,7
0,39,8
1,12,4
1,7,10
1,19,1
2,19,4
2,36,3
2,22,9
2,27,9
3,6,2
3,10,5
4,38,9
4,17,3
5,25,2
5,27,3
5,34,3
6,37,2
6,34,8
6,25,4
6,15,3
7,36,8
8,9,7
8,29,1
8,26,9
8,11,5
9,37,6
10,14,8
10,30,7
10,17,5
10,31,4
11,21,9
11,24,2
11,25,2
12,34,3
12,32,8
12,38,8
13,29,8
13,22,3
14,26,2
15,35,10
15,20,6
15,24,5
15,31,4
16,17,5
16,23,7
17,21,2
18,24,10
19,39,9
20,25,7
20,30,10
21,33,9
21,30,9
21,24,8
22,31,8
22,38,4
22,36,5
23,36,4
23,24,2
24,28,3
24,34,1
24,30,3
25,28,7
26,37,5
27,31,9
28,33,8
28,35,10
29,36,1
29,38,10
30,37,5
30,36,9
31,39,3
32,35,1
32,34,6
32,33,3
32,38,10
33,39,2
34,38,10
35,36,8
35,39,5
35,37,6
35,38,7
36,37,7
37,39,4
37,38,1
38,39,4
