task,cost
0,47.6
1,16.52
2,18.28
3,17.39
4,21.74
5,16.06
6,41.41
7,52.73
8,24.14
9,42.65
10,19.56
11,45.56
12,35.19
13,31.95
14,37.03
15,29.54
16,19.56
17,32.61
18,30.82
19,30.53
20,14.72
21,31.78
22,35.73
23,44.43
24,45.59
25,31.46
26,27.41
27,29.58
28,49.32
29,26.33
30,7.57
31,14.89
32,34.41
33,38.21
34,60.36
35,24.52
36,49.51
37,25.66
38,42.59
39,16.25
40,48.28
41,39.9
42,52.44
43,23.52
44,27.48
45,28.35
46,11.87
47,17.67
48,33.25
49,28.11
50,16.38
51,41.55
52,22.37
53,35.11
54,46.04
55,11.81
56,26.39
57,25.78
58,13.69
59,28.72
