task,cost
0,45.31
1,18.86
2,33.35
3,34.92
4,16.56
5,21.08
6,33.25
7,36.62
8,14.66
9,25.18
10,30.36
11,53.16
12,38.26
13,32.85
14,22.05
15,16.8
16,49.49
17,34.69
18,48.46
19,25.07
20,20.07
21,16.84
22,33.94
23,50.68
24,24.4
25,24.39
26,21.0
27,49.53
28,46.95
29,21.51
30,19.28
31,28.68
32,23.2
33,16.42
34,52.7
35,44.16
36,47.83
37,32.74
38,42.19
39,35.99
40,12.35
41,12.63
42,28.98
43,35.15
44,26.58
45,21.59
46,34.9
47,58.89
48,54.4
49,45.29
50,12.73
51,20.7
52,20.64
53,15.76
54,33.88
55,41.18
56,16.74
57,24.68
58,20.99
59,26.06
60,22.61
61,41.77
62,52.25
63,33.43
64,19.84
65,18.17
66,10.24
67,53.78
68,10.29
69,11.3
