src,dst,comm
0,17,10
0,10,3
1,22,2
2,35,1
2,5,10
2,34,3
3,31,3
4,19,2
4,13,9
4,29,7
5,13,6
5,34,3
6,36,1
6,19,5
6,27,7
6,10,9
7,17,2
7,9,2
7,15,1
8,10,7
8,11,2
9,23,2
9,10,8
10,18,7
10,28,6
10,13,9
11,24,9
11,19,10
11,12,4
11,27,7
12,23,1
12,29,9
13,39,2
13,21,3
14,21,1
14,27,1
14,25,10
14,31,5
15,23,8
15,36,1
16,31,9
16,22,5
16,35,8
16,23,4
17,27,1
17,30,7
18,35,10
18,27,8
18,39,2
19,39,4
19,36,2
19,21,5
19,38,5
20,26,6
20,29,3
20,24,10
21,33,3
22,38,2
22,30,1
22,39,8
23,31,8
23,34,7
23,29,10
23,38,2
24,38,8
25,38,10
25,32,1
25,31,8
26,38,2
26,29,6
26,36,7
26,37,6
27,31,9
27,33,1
28,35,7
28,32,10
28,34,1
29,30,8
29,35,1
30,33,9
30,34,2
31,33,3
32,36,10
32,33,1
32,38,9
32,34,8
33,36,3
34,39,8
35,38,7
35,36,10
35,37,6
35,39,6
36,37,8
36,38,10
36,39,3
37,39,8
37,38,7
38,39,2
