task,cost
0,38.87
1,49.48
2,29.98
3,32.37
4,20.64
5,10.68
6,32.58
7,41.61
8,27.3
9,10.36
10,44.17
11,16.63
12,31.14
13,44.25
14,15.06
15,24.96
16,14.62
17,13.53
18,27.92
19,8.93
20,29.99
21,13.19
22,13.03
23,28.14
24,15.89
25,16.32
26,25.11
27,19.05
28,30.03
29,23.63
30,39.8
31,17.74
32,16.49
33,44.39
34,45.36
35,49.15
36,50.49
37,37.28
38,12.55
39,17.18
40,31.28
41,49.61
42,15.37
43,38.34
44,54.66
45,19.3
46,53.1
47,28.04
48,30.13
49,14.44
50,47.68
51,15.83
52,38.72
53,41.98
54,50.64
55,41.93
56,31.34
57,55.99
58,30.51
59,33.46
60,35.81
61,34.31
62,40.68
63,23.0
64,54.66
65,30.27
66,38.62
67,17.79
68,31.85
69,39.9
