src,dst,comm
0,37,2
0,15,6
1,28,9
1,39,1
1,25,10
2,17,6
2,39,3
3,37,4
4,23,9
4,31,1
4,9,2
5,30,5
5,13,10
5,29,10
6,23,8
6,30,8
6,31,7
7,33,3
7,32,5
7,29,10
8,15,6
8,31,5
8,36,7
8,34,3
9,35,2
9,12,4
9,20,2
9,18,7
10,27,9
10,30,5
10,18,2
10,23,2
11,36,5
11,17,3
11,35,6
11,14,1
12,38,1
12,15,9
12,21,8
12,28,10
13,24,7
13,31,2
14,28,1
14,33,6
14,37,1
15,23,1
15,18,3
15,28,4
15,24,10
16,25,3
16,22,9
16,34,8
16,28,4
17,28,1
18,37,9
18,19,6
19,27,5
19,29,6
19,21,7
20,30,2
20,39,5
20,25,5
20,38,9
21,23,10
21,24,4
21,33,2
22,29,8
23,36,2
23,38,7
24,29,1
24,26,3
24,35,1
24,32,4
25,26,6
26,27,4
26,28,5
26,39,8
27,38,9
27,36,7
27,32,3
27,34,8
28,29,4
28,31,2
29,31,1
29,34,7
29,36,6
29,30,2
30,36,5
30,39,2
30,38,10
31,33,1
32,37,3
32,35,4
32,34,1
32,39,7
33,39,7
33,35,2
33,37,3
33,38,1
34,35,1
35,37,3
35,38,6
36,38,4
36,39,3
36,37,7
37,39,5
37,38,6
38,39,6
