task,cost
0,10.8
1,26.32
2,38.89
3,23.66
4,24.27
5,33.41
6,20.76
7,27.34
8,51.64
9,60.84
10,48.84
11,17.57
12,36.42
13,50.44
14,47.99
15,21.75
16,27.33
17,29.28
18,57.02
19,16.95
20,10.6
21,32.66
22,32.49
23,22.57
24,17.43
25,15.96
26,13.42
27,20.87
28,44.22
29,43.98
30,17.9
31,18.36
32,21.76
33,11.7
34,40.41
35,28.32
36,25.39
37,43.07
38,37.95
39,16.31
40,54.98
41,16.22
42,13.31
43,12.31
44,27.75
45,49.11
46,51.64
47,26.84
48,42.0
49,26.81
50,24.36
51,29.65
52,42.07
53,40.58
54,14.01
55,43.53
56,42.39
57,35.6
58,27.06
59,43.08
60,13.91
61,17.83
62,35.69
63,32.72
64,30.15
65,8.91
66,15.88
67,14.7
68,39.42
69,25.57
70,29.05
71,44.01
72,39.85
73,35.94
74,27.66
75,48.0
76,36.93
77,27.34
78,28.25
79,24.58
80,44.44
81,17.74
82,30.36
83,20.49
84,14.47
85,17.35
86,30.04
87,16.7
88,35.11
89,48.41
