task,cost
0,33.47
1,28.54
2,14.8
3,34.49
4,51.61
5,27.86
6,12.31
7,33.66
8,32.28
9,40.07
10,8.51
11,35.6
12,42.06
13,12.39
14,26.59
15,12.8
16,21.61
17,12.94
18,14.76
19,54.41
20,47.92
21,30.02
22,38.0
23,10.85
24,36.52
25,11.33
26,38.24
27,43.4
28,56.05
29,39.45
30,16.93
31,22.39
32,34.78
33,26.5
34,25.61
35,35.57
36,25.93
37,26.46
38,29.81
39,18.75
40,51.15
41,12.79
42,14.82
43,11.21
44,19.46
45,11.33
46,16.75
47,18.05
48,44.27
49,29.78
50,10.34
51,30.4
52,14.17
53,17.29
54,12.01
55,28.42
56,57.06
57,32.03
58,34.93
59,33.8
60,28.77
61,39.35
62,19.52
63,8.24
64,22.61
65,56.78
66,38.35
67,30.65
68,39.4
69,15.68
