task,cost
0,14.38
1,38.57
2,38.2
3,24.78
4,14.57
5,22.66
6,22.91
7,16.95
8,35.85
9,27.91
10,52.67
11,24.27
12,18.68
13,23.05
14,43.44
15,37.65
16,55.72
17,24.16
18,10.11
19,30.15
20,53.55
21,30.16
22,24.53
23,52.75
24,7.53
25,28.11
26,44.2
27,27.76
28,30.24
29,50.97
30,43.18
31,37.56
32,28.27
33,9.94
34,28.76
35,43.15
36,20.18
37,34.94
38,37.29
39,57.17
40,37.97
41,60.91
42,33.41
43,39.99
44,37.07
45,38.46
46,27.56
47,12.99
48,15.59
49,36.77
50,25.97
51,27.91
52,59.19
53,21.82
54,43.96
55,45.07
56,35.14
57,25.7
58,30.59
59,36.88
