task,cost
0,32.93
1,40.39
2,49.62
3,49.38
4,34.81
5,31.38
6,29.92
7,43.3
8,45.61
9,34.48
10,61.07
11,35.93
12,31.61
13,26.85
14,28.8
15,29.95
16,12.95
17,22.86
18,9.27
19,27.95
20,35.88
21,36.06
22,38.73
23,42.02
24,43.71
25,34.98
26,14.65
27,42.83
28,17.84
29,19.97
30,40.68
31,41.26
32,29.75
33,35.69
34,12.48
35,30.87
36,19.34
37,50.97
38,32.32
39,29.57
40,21.11
41,13.58
42,41.59
43,38.21
44,47.05
45,21.36
46,39.35
47,21.19
48,10.87
49,45.81
50,51.63
51,19.28
52,22.77
53,27.16
54,39.23
55,24.01
56,41.16
57,20.49
58,41.27
59,26.08
60,44.2
61,34.0
62,32.41
63,13.2
64,23.59
65,32.5
66,22.47
67,50.82
68,28.92
69,18.13
