task,cost
0,11.23
1,19.16
2,21.21
3,39.23
4,30.32
5,28.47
6,19.77
7,42.55
8,47.59
9,54.14
10,37.26
11,30.58
12,23.59
13,34.58
14,17.14
15,48.07
16,30.55
17,37.41
18,24.38
19,17.98
20,16.7
21,20.13
22,41.17
23,43.44
24,36.32
25,52.73
26,56.09
27,43.15
28,17.19
29,38.77
30,40.33
31,14.51
32,27.43
33,51.7
34,15.55
35,41.18
36,41.98
37,50.76
38,8.51
39,9.44
40,10.22
41,39.8
42,40.88
43,33.98
44,34.79
45,27.32
46,14.7
47,44.56
48,41.52
49,56.91
50,16.85
51,41.53
52,33.74
53,49.51
54,48.85
55,22.1
56,15.75
57,37.47
58,49.39
59,20.58
60,44.19
61,31.15
62,43.19
63,35.64
64,31.64
65,35.85
66,9.68
67,38.93
68,44.52
69,8.34
70,32.35
71,31.99
72,30.18
73,31.65
74,8.42
75,24.44
76,38.09
77,42.03
78,22.34
79,40.51
