task,cost
0,18.23
1,30.82
2,34.96
3,62.15
4,15.18
5,39.91
6,48.75
7,16.47
8,22.48
9,43.03
10,31.33
11,13.73
12,26.05
13,20.49
14,40.43
15,33.91
16,52.9
17,29.51
18,26.57
19,17.56
20,28.4
21,14.11
22,33.63
23,11.1
24,36.01
25,35.32
26,21.91
27,16.24
28,21.71
29,11.28
30,14.3
31,14.44
32,12.56
33,46.56
34,19.97
35,8.84
36,10.6
37,20.61
38,18.94
39,56.31
40,51.24
41,35.33
42,26.71
43,45.46
44,38.51
45,18.52
46,23.03
47,27.0
48,38.32
49,34.26
50,21.01
51,45.33
52,8.78
53,28.6
54,41.9
55,26.89
56,56.05
57,11.89
58,11.72
59,53.55
60,13.42
61,42.32
62,24.98
63,26.23
64,12.01
65,36.33
66,43.09
67,21.48
68,30.16
69,18.77
70,13.82
71,31.9
72,50.94
73,27.29
74,43.42
75,41.75
76,21.7
77,15.75
78,22.66
79,15.24
80,10.3
81,24.37
82,22.88
83,27.18
84,55.05
85,16.53
86,25.38
87,18.33
88,24.7
89,13.34
