task,cost
0,24.19
1,52.18
2,15.41
3,50.26
4,48.93
5,23.31
6,48.17
7,44.84
8,13.91
9,47.21
10,32.45
11,18.48
12,27.49
13,49.91
14,10.49
15,36.98
16,43.56
17,18.44
18,30.74
19,15.21
20,44.71
21,31.25
22,19.93
23,7.63
24,13.62
25,39.28
26,33.04
27,16.07
28,21.07
29,39.85
30,11.28
31,34.45
32,38.24
33,24.53
34,32.13
35,25.62
36,38.83
37,18.31
38,38.64
39,17.4
40,23.98
41,38.92
42,32.6
43,14.76
44,22.41
45,39.13
46,46.22
47,33.44
48,38.51
49,50.53
50,30.5
51,16.12
52,27.84
53,52.38
54,21.18
55,42.05
56,31.07
57,31.31
58,31.1
59,40.79
