task,cost
0,7.81
1,24.2
2,22.24
3,35.35
4,8.53
5,23.18
6,47.63
7,10.93
8,37.76
9,41.53
10,10.97
11,40.46
12,28.34
13,43.1
14,34.12
15,40.36
16,52.05
17,53.84
18,18.36
19,36.19
20,35.88
21,37.28
22,8.85
23,40.04
24,28.15
25,28.19
26,42.07
27,31.41
28,25.55
29,13.67
30,32.04
31,46.12
32,61.27
33,39.8
34,39.39
35,51.25
36,42.31
37,53.28
38,25.43
39,42.03
40,38.53
41,32.55
42,33.16
43,38.23
44,48.47
45,52.13
46,11.31
47,27.57
48,24.96
49,23.01
50,10.53
51,47.54
52,11.89
53,24.52
54,32.09
55,50.89
56,40.91
57,26.16
58,7.86
59,33.55
60,22.83
61,38.44
62,46.5
63,47.5
64,30.17
65,24.62
66,36.82
67,17.92
68,33.23
69,17.07
70,29.97
71,43.13
72,23.89
73,20.76
74,19.58
75,50.51
76,57.25
77,33.63
78,27.28
79,54.98
80,62.13
81,62.4
82,21.67
83,20.62
84,13.12
85,13.92
86,32.2
87,28.34
88,26.38
89,40.07
90,23.48
91,30.44
92,19.96
93,26.55
94,42.62
95,26.27
96,39.65
97,19.82
98,19.04
99,42.15
